x.number,func1.number,func2.number,func3.number
4205,506,973,732
4206,35,39,468
4207,860,882,236
4208,997,683,187
4209,174,54,68
4210,716,863,250
4211,119,897,641
4212,98,14,881
4213,272,323,538
4214,989,399,642
4215,683,61,650
4216,422,906,686
4217,569,253,245
4218,453,84,668
4219,388,321,853
4220,275,478,369
4221,209,40,692
4222,623,973,204
4223,655,776,252
4224,537,950,713
4225,749,350,298
4226,786,251,427
4227,600,178,70
4228,2,830,93
4229,747,630,729
4230,952,565,181
4231,709,81,317
4232,895,176,331
4233,380,125,127
4234,625,859,397
4235,841,722,878
4236,771,98,930
4237,428,194,752
4238,524,109,880
4239,795,187,732
4240,714,800,433
4241,47,577,991
4242,276,982,315
4243,904,667,199
4244,411,953,821
4245,755,562,380
4246,214,284,148
4247,585,270,298
4248,669,918,871
4249,508,939,622
4250,737,437,484
4251,778,908,936
4252,716,587,643
4253,270,701,453
4254,259,589,354
4255,542,586,360
4256,52,886,557
4257,143,553,514
4258,542,255,338
4259,289,43,858
4260,497,217,176
4261,768,629,80
4262,35,371,983
4263,874,686,596
4264,971,394,5
4265,226,275,597
4266,269,951,970
4267,507,642,682
4268,616,88,425
4269,993,148,837
4270,69,501,329
4271,354,188,818
4272,969,520,869
4273,598,862,304
4274,445,40,698
4275,598,273,600
4276,743,101,574
4277,151,148,400
4278,489,553,392
4279,831,342,564
4280,493,510,126
4281,350,284,758
4282,404,868,634
4283,94,644,678
4284,437,921,151
4285,424,149,704
4286,33,122,891
4287,796,623,916
4288,188,67,757
4289,524,218,561
4290,860,734,1
4291,662,372,448
4292,578,506,959
4293,493,865,344
4294,342,482,805
4295,708,167,739
4296,665,142,961
4297,645,966,166
4298,582,612,867
4299,170,85,149
4300,701,687,996
4301,155,881,84
4302,201,948,463
4303,274,934,687
4304,971,594,704
4305,288,267,947
4306,520,991,904
4307,954,370,612
4308,256,841,870
4309,934,278,176
4310,637,64,780
4311,318,248,824
4312,905,719,804
4313,819,310,997
4314,658,737,843
4315,573,28,209
4316,62,674,811
4317,492,243,277
4318,885,543,61
4319,817,635,434
4320,109,739,356
4321,152,454,443
4322,741,427,303
4323,282,652,407
4324,251,502,487
4325,294,253,79
4326,675,844,866
4327,199,253,520
4328,559,220,530
4329,437,50,322
4330,531,916,270
4331,507,827,155
4332,272,329,594
4333,882,980,679
4334,790,904,283
4335,354,187,137
4336,898,245,320
4337,203,239,404
4338,668,213,42
4339,797,511,469
4340,606,923,166
4341,962,950,439
4342,640,471,259
4343,411,920,537
4344,939,842,716
4345,766,1000,482
4346,592,331,675
4347,622,168,30
4348,330,817,977
4349,13,351,514
4350,43,617,924
4351,937,115,411
4352,586,398,877
4353,125,829,943
4354,297,334,993
4355,929,793,679
4356,923,546,643
4357,939,910,450
4358,105,972,175
4359,288,592,769
4360,771,729,988
4361,731,873,497
4362,930,984,387
4363,289,143,305
4364,789,463,257
4365,304,58,65
4366,331,331,982
4367,358,986,159
4368,902,751,273
4369,592,727,103
4370,984,173,702
4371,530,26,24
4372,564,519,594
4373,515,84,84
4374,36,436,696
4375,865,204,853
4376,618,711,768
4377,50,249,862
4378,166,207,695
4379,475,648,717
4380,655,546,213
4381,749,868,307
4382,353,483,588
4383,903,821,771
4384,784,26,57
4385,919,195,360
4386,970,450,612
4387,823,327,75
4388,326,819,376
4389,644,567,450
4390,971,274,760
4391,594,422,349
4392,918,311,617
4393,796,127,160
4394,98,413,19
4395,453,246,459
4396,278,969,693
4397,271,895,384
4398,554,373,547
4399,559,276,534
4400,961,101,397
4401,180,525,806
4402,716,1,242
4403,434,717,658
4404,544,332,321
4405,958,607,834
4406,905,163,311
4407,865,104,617
4408,659,667,941
4409,380,371,530
4410,394,569,959
4411,144,477,620
4412,383,329,855
4413,975,907,505
4414,128,51,511
4415,688,186,70
4416,393,977,668
4417,546,953,3
4418,188,922,613
4419,420,809,513
4420,239,532,24
4421,758,416,90
4422,294,293,479
4423,680,752,311
4424,638,896,726
4425,714,70,531
4426,762,861,195
4427,107,668,747
4428,996,993,240
4429,9,18,649
4430,588,8,530
4431,634,494,923
4432,833,833,44
4433,993,667,887
4434,679,684,791
4435,462,718,167
4436,21,198,482
4437,404,121,738
4438,90,4,838
4439,204,868,984
4440,996,24,198
4441,241,170,879
4442,40,235,17
4443,755,994,325
4444,646,501,242
4445,474,431,629
4446,580,593,211
4447,454,995,134
4448,844,544,788
4449,45,243,834
4450,596,3,790
4451,401,986,427
4452,361,847,324
4453,450,508,467
4454,602,790,204
4455,864,620,632
4456,586,595,661
4457,156,699,704
4458,679,259,824
4459,852,71,337
4460,98,751,112
4461,467,811,860
4462,429,271,331
4463,585,525,350
4464,524,501,309
4465,146,382,906
4466,145,669,298
4467,784,995,862
4468,412,95,120
4469,592,129,424
4470,759,349,14
4471,681,781,801
4472,767,713,841
4473,534,926,85
4474,393,214,858
4475,998,973,121
4476,713,616,76
4477,196,898,320
4478,825,82,958
4479,983,470,356
4480,9,641,282
4481,92,429,310
4482,864,106,607
4483,297,602,847
4484,868,365,143
4485,22,409,875
4486,624,17,730
4487,944,744,365
4488,485,299,311
4489,269,555,595
4490,273,553,580
4491,988,345,463
4492,35,609,188
4493,586,974,137
4494,524,398,817
4495,675,93,955
4496,27,892,459
4497,958,398,116
4498,867,509,873
4499,977,972,98
4500,921,593,393
4501,272,493,947
4502,468,127,973
4503,117,13,525
4504,19,987,934
4505,678,946,602
4506,293,712,56
4507,804,829,527
4508,228,433,698
4509,524,313,674
4510,845,887,737
4511,930,862,48
4512,643,744,915
4513,357,520,369
4514,46,719,871
4515,63,371,623
4516,741,350,85
4517,280,828,729
4518,421,856,969
4519,200,222,843
4520,724,811,597
4521,1000,402,954
4522,570,291,990
4523,542,70,506
4524,377,280,447
4525,570,396,196
4526,793,984,996
4527,929,513,82
4528,883,474,734
4529,773,494,912
4530,785,125,65
4531,909,564,346
4532,192,53,764
4533,303,733,670
4534,723,361,786
4535,57,427,226
4536,134,954,134
4537,767,978,510
4538,928,321,339
4539,204,65,725
4540,428,711,41
4541,410,187,178
4542,635,2,643
4543,905,828,194
4544,629,802,530
4545,11,291,769
4546,443,814,271
4547,924,848,191
4548,907,621,576
4549,554,872,99
4550,55,600,203
4551,687,923,273
4552,575,356,459
4553,67,198,444
4554,711,320,436
4555,801,886,477
4556,831,561,311
4557,704,62,657
4558,912,87,296
4559,571,63,288
4560,558,856,623
4561,253,566,609
4562,771,820,946
4563,631,740,660
4564,451,685,746
4565,420,563,973
4566,798,825,566
4567,358,327,697
4568,639,930,846
4569,250,808,322
4570,931,669,537
4571,526,896,114
4572,511,63,979
4573,805,223,752
4574,359,78,489
4575,645,98,197
4576,832,374,33
4577,289,310,336
4578,202,828,510
4579,85,367,611
4580,238,827,902
4581,840,310,70
4582,648,614,607
4583,453,578,674
4584,58,684,292
4585,356,250,41
4586,571,932,634
4587,705,324,924
4588,609,65,159
4589,760,797,450
4590,795,264,159
4591,864,512,960
4592,273,659,283
4593,610,535,491
4594,590,993,262
4595,200,685,536
4596,841,240,999
4597,851,431,836
4598,34,896,900
4599,701,209,10
4600,210,239,46
4601,787,872,851
4602,341,529,58
4603,142,847,789
4604,57,640,327
4605,679,225,579
4606,165,166,942
4607,238,296,103
4608,540,301,877
4609,218,660,172
4610,208,688,416
4611,45,688,765
4612,795,209,667
4613,456,972,589
4614,736,367,467
4615,905,379,2
4616,889,134,479
4617,175,10,435
4618,972,899,325
4619,919,645,120
4620,492,29,419
4621,882,84,667
4622,452,914,27
4623,91,158,604
4624,56,86,587
4625,938,931,897
4626,763,116,723
4627,887,562,478
4628,43,828,156
4629,633,497,628
4630,436,683,566
4631,892,546,757
4632,774,702,653
4633,848,650,132
4634,164,546,576
4635,491,599,531
4636,694,898,964
4637,836,784,211
4638,916,697,805
4639,78,40,906
4640,345,974,113
4641,309,59,693
4642,633,139,163
4643,342,433,316
4644,872,714,370
4645,669,716,525
4646,483,302,184
4647,334,92,346
4648,323,298,244
4649,679,737,74
4650,19,897,911
4651,201,790,547
4652,623,919,296
4653,722,38,552
4654,733,139,355
4655,18,56,334
4656,231,690,72
4657,959,909,556
4658,259,282,864
4659,804,354,668
4660,449,956,716
4661,904,920,827
4662,892,706,242
4663,525,994,24
4664,48,289,16
4665,643,131,806
4666,124,345,66
4667,680,550,956
4668,374,643,760
4669,172,182,231
4670,662,742,214
4671,609,645,891
4672,338,826,597
4673,98,705,380
4674,952,358,105
4675,649,708,125
4676,56,691,365
4677,475,143,8
4678,604,576,75
4679,679,218,222
4680,7,814,459
4681,369,579,811
4682,412,275,971
4683,397,925,163
4684,245,837,582
4685,6,956,223
4686,59,17,986
4687,693,726,359
4688,365,466,241
4689,568,399,970
4690,182,289,985
4691,960,51,270
4692,600,780,955
4693,106,901,103
4694,176,819,979
4695,215,59,599
4696,649,794,52
4697,331,396,803
4698,723,200,76
4699,432,893,407
4700,309,286,348
4701,588,1000,389
4702,198,82,804
4703,443,526,219
4704,858,70,939
4705,171,682,49
4706,855,376,474
4707,257,77,8
4708,314,151,891
4709,914,472,127
4710,184,44,405
4711,636,807,805
4712,210,618,191
4713,638,204,586
4714,844,756,195
4715,32,762,245
4716,343,764,506
4717,220,332,466
4718,473,784,645
4719,707,164,378
4720,317,621,545
4721,747,270,151
4722,29,127,514
4723,576,705,866
4724,61,620,474
4725,862,368,623
4726,60,340,327
4727,759,126,797
4728,993,767,826
4729,492,27,632
4730,215,105,622
4731,550,157,685
4732,851,623,167
4733,325,626,695
4734,819,714,441
4735,628,57,747
4736,706,671,544
4737,646,481,210
4738,734,759,289
4739,961,490,77
4740,776,654,192
4741,341,262,94
4742,743,659,736
4743,103,379,673
4744,347,144,482
4745,707,225,707
4746,205,274,125
4747,281,200,18
4748,342,485,228
4749,134,475,713
4750,218,943,595
4751,31,761,594
4752,20,103,803
4753,109,849,198
4754,909,574,972
4755,843,38,614
4756,714,546,372
4757,197,832,414
4758,84,550,2
4759,210,374,311
4760,292,578,8
4761,693,178,987
4762,758,314,237
4763,595,154,782
4764,273,539,651
4765,511,318,308
4766,590,392,233
4767,717,231,399
4768,439,834,478
4769,645,650,428
4770,150,726,349
4771,494,766,100
4772,303,621,679
4773,927,206,773
4774,59,475,582
4775,753,317,296
4776,980,223,363
4777,188,98,438
4778,389,315,929
4779,371,665,83
4780,949,275,19
4781,104,8,82
4782,616,464,805
4783,243,500,315
4784,652,85,668
4785,727,477,842
4786,730,645,345
4787,330,616,874
4788,906,89,137
4789,421,496,339
4790,18,491,372
4791,11,870,443
4792,894,908,678
4793,834,993,134
4794,504,224,948
4795,989,163,236
4796,966,770,496
4797,823,490,525
4798,784,153,923
4799,759,846,790
4800,922,28,622
4801,373,660,907
4802,552,670,621
4803,405,216,27
4804,140,774,32
4805,579,585,208
4806,140,654,680
4807,274,771,480
4808,119,851,12
4809,764,923,890
4810,454,926,648
4811,242,911,207
4812,424,675,270
4813,337,937,509
4814,420,406,489
4815,782,547,620
4816,995,408,192
4817,608,644,783
4818,880,189,349
4819,662,957,5
4820,122,600,203
4821,385,668,240
4822,663,888,896
4823,435,737,972
4824,6,787,134
4825,418,838,462
4826,794,134,196
4827,741,744,42
4828,179,470,413
4829,233,893,400
4830,85,638,105
4831,481,515,262
4832,556,202,862
4833,722,757,856
4834,947,726,395
4835,702,982,996
4836,315,30,223
4837,954,151,726
4838,277,959,403
4839,583,538,851
4840,696,197,782
4841,627,163,865
4842,409,518,386
4843,117,597,321
4844,230,743,109
4845,645,304,360
4846,564,441,314
4847,823,942,903
4848,354,560,814
4849,255,289,254
4850,828,912,511
4851,638,505,730
4852,318,604,373
4853,529,187,866
4854,907,752,656
4855,729,427,422
4856,681,782,331
4857,285,888,6
4858,106,233,67
4859,533,909,450
4860,830,926,280
4861,931,632,196
4862,165,371,41
4863,361,567,77
4864,908,87,8
4865,631,62,212
4866,95,757,491
4867,234,295,96
4868,91,101,121
4869,540,673,143
4870,207,293,674
4871,673,770,735
4872,511,4,929
4873,108,40,728
4874,565,18,991
4875,76,788,949
4876,987,539,165
4877,397,394,325
4878,529,880,851
4879,936,561,893
4880,36,866,478
4881,432,686,432
4882,771,31,971
4883,361,886,14
4884,546,822,969
4885,72,701,297
4886,129,97,50
4887,765,112,597
4888,494,857,555
4889,86,156,275
4890,679,123,756
4891,781,305,536
4892,922,508,360
4893,99,342,463
4894,942,986,71
4895,982,455,431
4896,337,809,153
4897,323,60,353
4898,981,356,465
4899,859,781,477
4900,710,755,849
4901,254,441,459
4902,138,739,303
4903,309,456,948
4904,986,747,389
4905,225,332,1000
4906,504,654,829
4907,393,643,861
4908,53,793,23
4909,622,12,222
4910,973,878,257
4911,45,705,532
4912,49,698,259
4913,385,808,514
4914,25,673,955
4915,272,988,59
4916,220,71,14
4917,652,168,873
4918,315,185,706
4919,775,799,145
4920,913,264,866
4921,716,111,181
4922,663,983,146
4923,926,86,845
4924,362,244,20
4925,539,609,750
4926,732,988,902
4927,545,642,881
4928,249,142,247
4929,627,119,137
4930,752,473,879
4931,660,658,472
4932,632,465,888
4933,734,760,233
4934,385,978,532
4935,616,547,821
4936,744,463,996
4937,305,26,596
4938,293,136,769
4939,737,118,133
4940,704,855,742
4941,503,47,608
4942,338,834,648
4943,257,914,969
4944,302,227,244
4945,456,39,485
4946,724,375,167
4947,564,185,123
4948,618,510,808
4949,985,607,875
4950,286,173,989
4951,257,462,20
4952,756,280,67
4953,851,808,299
4954,230,670,238
4955,379,674,901
4956,667,592,656
4957,94,568,894
4958,499,10,545
4959,557,246,352
4960,453,643,852
4961,431,337,165
4962,683,346,159
4963,768,123,934
4964,168,748,900
4965,699,833,770
4966,217,4,651
4967,490,533,769
4968,607,840,708
4969,562,950,862
4970,282,806,865
4971,102,417,397
4972,97,705,918
4973,752,379,604
4974,285,740,447
4975,244,161,507
4976,30,641,166
4977,389,723,848
4978,4,593,387
4979,643,865,418
4980,80,632,139
4981,587,321,887
4982,133,34,438
4983,656,695,857
4984,22,521,143
4985,318,602,409
4986,315,222,819
4987,879,822,239
4988,532,31,310
4989,759,709,212
4990,525,712,840
4991,505,908,646
4992,289,816,534
4993,664,13,747
4994,519,57,96
4995,849,923,409
4996,334,553,811
4997,271,960,184
4998,912,427,61
4999,335,637,872
5000,752,962,973
5001,619,625,848
5002,602,162,667
5003,995,200,187
5004,214,73,524
5005,639,789,220
5006,215,427,19
5007,828,83,60
5008,268,640,663
5009,542,913,918
5010,973,182,662
5011,101,833,518
5012,424,322,934
5013,552,426,740
5014,569,975,170
5015,547,257,361
5016,901,104,34
5017,862,551,523
5018,601,43,197
5019,438,102,245
5020,156,445,847
5021,733,403,862
5022,153,198,821
5023,982,654,475
5024,830,714,708
5025,788,39,490
5026,328,927,952
5027,139,79,103
5028,224,203,396
5029,909,281,525
5030,138,228,635
5031,999,236,795
5032,388,689,869
5033,853,919,157
5034,137,469,110
5035,158,97,421
5036,547,820,201
5037,128,330,707
5038,776,550,116
5039,374,783,200
5040,813,145,239
5041,95,797,49
5042,537,185,765
5043,259,618,114
5044,359,623,652
5045,164,493,904
5046,704,224,684
5047,619,273,74
5048,779,21,220
5049,49,773,985
5050,448,96,690
5051,86,503,65
5052,666,753,767
5053,573,315,507
5054,619,997,904
5055,499,801,336
5056,332,713,701
5057,161,543,747
5058,134,117,57
5059,796,90,532
5060,937,510,988
5061,426,574,954
5062,560,965,251
5063,223,62,19
5064,726,452,137
5065,796,277,184
5066,45,762,596
5067,59,606,445
5068,82,587,325
5069,426,81,804
5070,842,985,989
5071,694,43,390
5072,718,304,914
5073,964,915,918
5074,342,38,839
5075,243,22,764
5076,644,12,168
5077,129,761,384
5078,987,808,97
5079,921,285,867
5080,745,856,673
5081,382,449,277
5082,228,493,722
5083,373,869,790
5084,761,65,598
5085,753,624,467
5086,138,390,829
5087,146,248,348
5088,1000,975,74
5089,847,642,391
5090,676,918,271
5091,791,597,710
5092,548,550,836
5093,181,34,384
5094,658,640,201
5095,616,165,863
5096,873,287,16
5097,694,799,375
5098,843,771,937
5099,851,152,450
5100,591,695,31
5101,817,418,329
5102,945,293,447
5103,534,745,323
5104,241,604,429
5105,330,57,519
5106,123,321,556
5107,196,664,298
5108,10,989,637
5109,330,397,484
5110,827,245,669
5111,667,711,311
5112,61,937,166
5113,823,433,687
5114,691,281,607
5115,289,705,724
5116,592,66,127
5117,152,629,446
5118,262,140,180
5119,380,949,304
5120,141,669,708
5121,970,509,333
5122,537,327,986
5123,535,268,690
5124,245,9,435
5125,918,351,486
5126,679,304,891
5127,451,330,458
5128,543,19,772
5129,557,499,131
5130,826,66,262
5131,316,650,936
5132,622,289,652
5133,407,732,566
5134,888,246,668
5135,514,213,66
5136,827,521,379
5137,782,424,879
5138,730,535,904
5139,651,454,125
5140,681,181,797
5141,772,862,560
5142,460,442,970
5143,520,900,795
5144,227,129,64
5145,618,2,898
5146,514,986,338
5147,143,262,813
5148,435,567,864
5149,676,15,420
5150,846,253,536
5151,490,747,502
5152,941,927,914
5153,431,768,553
5154,212,234,998
5155,32,684,928
5156,58,992,539
5157,869,778,760
5158,380,548,764
5159,921,684,278
5160,546,354,519
5161,698,683,78
5162,968,849,827
5163,322,987,210
5164,177,478,531
5165,28,712,758
5166,476,291,960
5167,4,949,605
5168,751,772,756
5169,601,444,557
5170,735,42,776
5171,321,98,717
5172,680,239,828
5173,751,958,637
5174,620,598,735
5175,441,105,361
5176,886,562,63
5177,374,441,253
5178,230,170,56
5179,204,915,1
5180,973,449,677
5181,393,867,138
5182,571,290,161
5183,757,483,459
5184,785,914,34
5185,105,97,628
5186,428,232,171
5187,598,182,446
5188,621,209,754
5189,748,475,980
5190,259,231,949
5191,381,820,761
5192,324,529,202
5193,222,407,910
5194,235,492,840
5195,580,589,424
5196,701,172,194
5197,829,445,921
5198,86,201,270
